team_a_name,team_a_score,team_b_name,team_b_score,winner
BluffBot,-2934,Queens Club,2934,Queens Club
Heffalump Rangers,-6048,Army Leggy,6048,Army Leggy
Boners '22,55,andrew's bots,-55,Boners '22
AAAKJ,1478,reference_random,-1478,AAAKJ
reference_random,-992,Boners '22,992,Boners '22
CC Star,-71,YEE,71,YEE
Power JEM ,-37396,Kappa Sigma C Team,37396,Kappa Sigma C Team
Army Leggy,-371,Bananarchist,371,Bananarchist
Kappa Sigma C Team,-237,fleabitten,237,fleabitten
reference_checkcall,17,PotHotBot,-17,reference_checkcall
:),-58,SWEET BUT SALTY,58,SWEET BUT SALTY
No One,-4953,yeet,4953,yeet
CC Star,-151,fleabitten,151,fleabitten
Icy,-294,my bad,294,my bad
reference_staff,2667,PokerBrots,-2667,reference_staff
BadBeatBot,187,LadyMooseLizardPhi,-187,BadBeatBot
PokerBrots,-134,Jeff Lynne,134,Jeff Lynne
yeet,-824,GoKinCobra,824,GoKinCobra
PotHotBot,430,Hurrikeynes,-430,PotHotBot
reference_checkcall,394,AP,-394,reference_checkcall
Blind Plays,2,IeetChips,-2,Blind Plays
Flush Boys,-473,preflop all in,473,preflop all in
kaonashi,424,CC Star,-424,kaonashi
PokerBrots,-246,AlphaOne,246,AlphaOne
Blind Plays,-8,Daniel Negreanu,8,Daniel Negreanu
Bananarchist,-267,maybenot,267,maybenot
Bananarchist,-491,reference_lecture_2,491,reference_lecture_2
fleabitten,160,Jeff Lynne,-160,fleabitten
Hurrikeynes,-1417,TeamRocket,1417,TeamRocket
AP,133,andrew's bots,-133,AP
Hurrikeynes,-476,B),476,B)
AlphaFish,-208,PotHotBot,208,PotHotBot
SWEET BUT SALTY,172,Boners '22,-172,SWEET BUT SALTY
player1,-812,Team Name,812,Team Name
Third Mid,-108,Bananarchist,108,Bananarchist
TeamRocket,-282,Jeff Lynne,282,Jeff Lynne
BadBeatBot,-8684,<^-^>,8684,<^-^>
BadBeatBot,-186,PokerBrots,186,PokerBrots
Blind Plays,-14807,yeet,14807,yeet
<^-^>,-339,PotHotBot,339,PotHotBot
preflop all in,857,:),-857,preflop all in
:),-94,21,94,21
reference_checkcall,-2639,CC Star,2639,CC Star
YEE,55,Jigglybluff,-55,YEE
Power JEM ,-55,Jigglybluff,55,Jigglybluff
TeamRocket,1828,B),-1828,TeamRocket
reference_staff,53185,No One,-53185,reference_staff
IeetChips,746,Hurrikeynes,-746,IeetChips
Power JEM ,-124,Boners '22,124,Boners '22
Power JEM ,-347,pls STOP we BROKE,347,pls STOP we BROKE
<^-^>,-166,AAAKJ,166,AAAKJ
Army Leggy,-1742,my bad,1742,my bad
Kappa Sigma C Team,29944,No One,-29944,Kappa Sigma C Team
player1,1773,B),-1773,player1
ChocolateWarriors,-718,AlphaOne,718,AlphaOne
Queens Club,2002,B),-2002,Queens Club
Boners '22,-335,YEE,335,YEE
No One,-12088,AlphaFish,12088,AlphaFish
PotHotBot,16,IeetChips,-16,PotHotBot
SWEET BUT SALTY,263,Icy,-263,SWEET BUT SALTY
pls STOP we BROKE,-997,preflop all in,997,preflop all in
LadyMooseLizardPhi,-173,Jeff Lynne,173,Jeff Lynne
Icy,10863,:),-10863,Icy
TeamRocket,-17653,BluffBot,17653,BluffBot
Bananarchist,952,reference_lecture_1,-952,Bananarchist
Army Leggy,3008,BluffBot,-3008,Army Leggy
PotHotBot,893,Bananarchist,-893,PotHotBot
SWEET BUT SALTY,254,Army Leggy,-254,SWEET BUT SALTY
kaonashi,163,TeamRocket,-163,kaonashi
Kappa Sigma C Team,-290,AAAKJ,290,AAAKJ
:),-357,Jeff Lynne,357,Jeff Lynne
Queens Club,-966,YEE,966,YEE
A.L.O.E.,94,Power JEM ,-94,A.L.O.E.
PotHotBot,212,Kappa Sigma C Team,-212,PotHotBot
Heffalump Rangers,-5175,Army Leggy,5175,Army Leggy
kaonashi,-4178,AlphaFish,4178,AlphaFish
BluffBot,427,IeetChips,-427,BluffBot
Icy,-470,Boners '22,470,Boners '22
andrew's bots,6869,:),-6869,andrew's bots
testing,20609,Kappa Sigma C Team,-20609,testing
:),4,IeetChips,-4,:)
BadBeatBot,-762,PotHotBot,762,PotHotBot
preflop all in,-252,IeetChips,252,IeetChips
reference_random,-968,LadyMooseLizardPhi,968,LadyMooseLizardPhi
preflop all in,451,TeamRocket,-451,preflop all in
AAAKJ,502,my bad,-502,AAAKJ
reference_random,-9735,reference_checkcall,9735,reference_checkcall
pkr face,19884,reference_random,-19884,pkr face
Diamond Dogs,-915,<^-^>,915,<^-^>
¡WHAM!,-1576,Power JEM ,1576,Power JEM 
my bad,-298,Flush Boys,298,Flush Boys
Icy,-677,pkr face,677,pkr face
kaonashi,-3674,my bad,3674,my bad
Jeff Lynne,4,IeetChips,-4,Jeff Lynne
Kappa Sigma C Team,-22431,<^-^>,22431,<^-^>
TeamRocket,753,AP,-753,TeamRocket
PotHotBot,372,YEE,-372,PotHotBot
YEE,-284,Boners '22,284,Boners '22
AlphaFish,-265,maybenot,265,maybenot
GoKinCobra,733,YEE,-733,GoKinCobra
AlphaOne,713,Team Name,-713,AlphaOne
reference_checkcall,-1041,21,1041,21
No One,-5830,21,5830,21
player1,-948,SWEET BUT SALTY,948,SWEET BUT SALTY
andrew's bots,1614,ChocolateWarriors,-1614,andrew's bots
BluffBot,-6968,reference_staff,6968,reference_staff
kaonashi,14,Blind Plays,-14,kaonashi
reference_lecture_1,-847,Boners '22,847,Boners '22
my bad,-1415,andrew's bots,1415,andrew's bots
Hurrikeynes,-600,AlphaOne,600,AlphaOne
Flush Boys,-51,kaonashi,51,kaonashi
Heffalump Rangers,932,reference_lecture_1,-932,Heffalump Rangers
:),-135,A.L.O.E.,135,A.L.O.E.
Hurrikeynes,-649,PotHotBot,649,PotHotBot
AlphaOne,585,PotHotBot,-585,AlphaOne
Queens Club,-778,Boners '22,778,Boners '22
SWEET BUT SALTY,507,kaonashi,-507,SWEET BUT SALTY
YEE,135,LadyMooseLizardPhi,-135,YEE
pls STOP we BROKE,3,IeetChips,-3,pls STOP we BROKE
my bad,2353,reference_lecture_1,-2353,my bad
pkr face,1189,reference_staff,-1189,pkr face
AlphaFish,-279,Boners '22,279,Boners '22
AAAKJ,697,Hurrikeynes,-697,AAAKJ
SWEET BUT SALTY,187,andrew's bots,-187,SWEET BUT SALTY
Queens Club,-697,maybenot,697,maybenot
Icy,2933,Queens Club,-2933,Icy
pkr face,498,testing,-498,pkr face
reference_checkcall,1259,Heffalump Rangers,-1259,reference_checkcall
pkr face,312,A.L.O.E.,-312,pkr face
PokerBrots,308,Army Leggy,-308,PokerBrots
Daniel Negreanu,704,ChocolateWarriors,-704,Daniel Negreanu
TeamRocket,-227,BadBeatBot,227,BadBeatBot
andrew's bots,9919,B),-9919,andrew's bots
Heffalump Rangers,-1175,yeet,1175,yeet
PotHotBot,263,Flush Boys,-263,PotHotBot
21,-2896,pkr face,2896,pkr face
yeet,-791,GoKinCobra,791,GoKinCobra
Boners '22,-46,Daniel Negreanu,46,Daniel Negreanu
Hurrikeynes,-798,¡WHAM!,798,¡WHAM!
Jeff Lynne,4644,reference_checkcall,-4644,Jeff Lynne
BadBeatBot,344,Heffalump Rangers,-344,BadBeatBot
A.L.O.E.,-444,Bananarchist,444,Bananarchist
<^-^>,1461,Hurrikeynes,-1461,<^-^>
BluffBot,-560,YEE,560,YEE
ChocolateWarriors,264,reference_random,-264,ChocolateWarriors
AlphaOne,131,21,-131,AlphaOne
reference_checkcall,-813,Boners '22,813,Boners '22
Army Leggy,265,andrew's bots,-265,Army Leggy
reference_lecture_2,1033,CC Star,-1033,reference_lecture_2
reference_checkcall,-1025,kaonashi,1025,kaonashi
PokerBrots,467,reference_lecture_2,-467,PokerBrots
Icy,9844,reference_lecture_1,-9844,Icy
player1,78,testing,-78,player1
Blind Plays,467,Team Name,-467,Blind Plays
AlphaFish,-442,Daniel Negreanu,442,Daniel Negreanu
fleabitten,1590,B),-1590,fleabitten
testing,-183,Boners '22,183,Boners '22
yeet,33155,Blind Plays,-33155,yeet
AP,-693,SWEET BUT SALTY,693,SWEET BUT SALTY
Jigglybluff,1062,reference_checkcall,-1062,Jigglybluff
A.L.O.E.,-535,BadBeatBot,535,BadBeatBot
LadyMooseLizardPhi,627,ChocolateWarriors,-627,LadyMooseLizardPhi
YEE,4821,No One,-4821,YEE
reference_random,-739,Blind Plays,739,Blind Plays
Daniel Negreanu,561,preflop all in,-561,Daniel Negreanu
PokerBrots,25529,Kappa Sigma C Team,-25529,PokerBrots
andrew's bots,-2447,Power JEM ,2447,Power JEM 
maybenot,248,AAAKJ,-248,maybenot
¡WHAM!,62,testing,-62,¡WHAM!
pls STOP we BROKE,146,testing,-146,pls STOP we BROKE
maybenot,394,preflop all in,-394,maybenot
Boners '22,5,IeetChips,-5,Boners '22
yeet,-475,reference_staff,475,reference_staff
<^-^>,-193,21,193,21
Jeff Lynne,-40,AAAKJ,40,AAAKJ
ChocolateWarriors,236,Hurrikeynes,-236,ChocolateWarriors
Heffalump Rangers,-12262,Kappa Sigma C Team,12262,Kappa Sigma C Team
Jeff Lynne,204,yeet,-204,Jeff Lynne
Power JEM ,-456,testing,456,testing
my bad,1665,AlphaOne,-1665,my bad
ChocolateWarriors,-457,PotHotBot,457,PotHotBot
LadyMooseLizardPhi,-865,Army Leggy,865,Army Leggy
TeamRocket,508,CC Star,-508,TeamRocket
pls STOP we BROKE,5141,No One,-5141,pls STOP we BROKE
Bananarchist,-58,Jeff Lynne,58,Jeff Lynne
AP,4425,No One,-4425,AP
PokerBrots,-83,SWEET BUT SALTY,83,SWEET BUT SALTY
Jeff Lynne,-33,AAAKJ,33,AAAKJ
No One,-6750,Diamond Dogs,6750,Diamond Dogs
Kappa Sigma C Team,-434,BadBeatBot,434,BadBeatBot
Third Mid,-437,Jigglybluff,437,Jigglybluff
CC Star,-2117,andrew's bots,2117,andrew's bots
AlphaOne,313,Heffalump Rangers,-313,AlphaOne
LadyMooseLizardPhi,-2575,my bad,2575,my bad
Queens Club,674,PokerBrots,-674,Queens Club
LadyMooseLizardPhi,-292,21,292,21
Flush Boys,-175,TeamRocket,175,TeamRocket
player1,-752,:),752,:)
Boners '22,-6182,pkr face,6182,pkr face
Army Leggy,-704,BluffBot,704,BluffBot
Boners '22,885,reference_lecture_1,-885,Boners '22
A.L.O.E.,-523,Daniel Negreanu,523,Daniel Negreanu
YEE,161,PokerBrots,-161,YEE
AAAKJ,241,Daniel Negreanu,-241,AAAKJ
No One,-13550,preflop all in,13550,preflop all in
Bananarchist,592,player1,-592,Bananarchist
Daniel Negreanu,-696,GoKinCobra,696,GoKinCobra
Bananarchist,367,pls STOP we BROKE,-367,Bananarchist
Kappa Sigma C Team,-1196,GoKinCobra,1196,GoKinCobra
Heffalump Rangers,333,ChocolateWarriors,-333,Heffalump Rangers
CC Star,8865,21,-8865,CC Star
Icy,-216,PotHotBot,216,PotHotBot
BluffBot,-644,Daniel Negreanu,644,Daniel Negreanu
pkr face,565,Army Leggy,-565,pkr face
Kappa Sigma C Team,51293,Blind Plays,-51293,Kappa Sigma C Team
Kappa Sigma C Team,-184,SWEET BUT SALTY,184,SWEET BUT SALTY
BluffBot,-465,andrew's bots,465,andrew's bots
CC Star,-59,pls STOP we BROKE,59,pls STOP we BROKE
Jigglybluff,122,Flush Boys,-122,Jigglybluff
yeet,1354,ChocolateWarriors,-1354,yeet
BluffBot,-878,Blind Plays,878,Blind Plays
yeet,-2024,reference_lecture_2,2024,reference_lecture_2
B),3638,reference_random,-3638,B)
:),918,Hurrikeynes,-918,:)
preflop all in,-579,kaonashi,579,kaonashi
Jeff Lynne,-224,AlphaOne,224,AlphaOne
AlphaOne,605,AP,-605,AlphaOne
my bad,2863,¡WHAM!,-2863,my bad
A.L.O.E.,-790,AAAKJ,790,AAAKJ
SWEET BUT SALTY,738,BluffBot,-738,SWEET BUT SALTY
my bad,583,AP,-583,my bad
testing,-548,GoKinCobra,548,GoKinCobra
reference_checkcall,-712,yeet,712,yeet
AP,-1212,Team Name,1212,Team Name
reference_checkcall,-874,maybenot,874,maybenot
Bananarchist,822,player1,-822,Bananarchist
reference_checkcall,-669,GoKinCobra,669,GoKinCobra
No One,-5172,AlphaOne,5172,AlphaOne
Daniel Negreanu,-331,Jeff Lynne,331,Jeff Lynne
Army Leggy,-387,Jeff Lynne,387,Jeff Lynne
TeamRocket,-125,YEE,125,YEE
Blind Plays,-1,player1,1,player1
reference_staff,10630,Heffalump Rangers,-10630,reference_staff
<^-^>,1246,AlphaFish,-1246,<^-^>
Flush Boys,-181,YEE,181,YEE
Boners '22,321,GoKinCobra,-321,Boners '22
Blind Plays,-3129,pkr face,3129,pkr face
reference_lecture_1,-1679,No One,1679,No One
PokerBrots,-974,preflop all in,974,preflop all in
TeamRocket,-71,Jigglybluff,71,Jigglybluff
<^-^>,-48,pls STOP we BROKE,48,pls STOP we BROKE
CC Star,3861,reference_checkcall,-3861,CC Star
<^-^>,-226,Bananarchist,226,Bananarchist
No One,-60372,CC Star,60372,CC Star
Bananarchist,262,Kappa Sigma C Team,-262,Bananarchist
Power JEM ,-212,21,212,21
Bananarchist,-502,Jeff Lynne,502,Jeff Lynne
Queens Club,-912,kaonashi,912,kaonashi
andrew's bots,-1532,BluffBot,1532,BluffBot
GoKinCobra,-139,Boners '22,139,Boners '22
reference_staff,276,Daniel Negreanu,-276,reference_staff
Power JEM ,-228,No One,228,No One
ChocolateWarriors,-1072,preflop all in,1072,preflop all in
Flush Boys,-1055,No One,1055,No One
Bananarchist,-21,LadyMooseLizardPhi,21,LadyMooseLizardPhi
Queens Club,707,A.L.O.E.,-707,Queens Club
B),1289,PokerBrots,-1289,B)
Bananarchist,-707,PotHotBot,707,PotHotBot
Kappa Sigma C Team,-2939,Team Name,2939,Team Name
player1,-4585,reference_staff,4585,reference_staff
Daniel Negreanu,898,AlphaOne,-898,Daniel Negreanu
¡WHAM!,28,Icy,-28,¡WHAM!
A.L.O.E.,-737,Boners '22,737,Boners '22
AlphaFish,-907,AlphaOne,907,AlphaOne
AP,-311,Jeff Lynne,311,Jeff Lynne
testing,5013,BadBeatBot,-5013,testing
Flush Boys,7093,No One,-7093,Flush Boys
Blind Plays,350,reference_lecture_1,-350,Blind Plays
preflop all in,389,Blind Plays,-389,preflop all in
A.L.O.E.,122,¡WHAM!,-122,A.L.O.E.
PotHotBot,544,Army Leggy,-544,PotHotBot
PotHotBot,83,AP,-83,PotHotBot
yeet,-260,Diamond Dogs,260,Diamond Dogs
reference_staff,4399,B),-4399,reference_staff
AlphaFish,-732,Jeff Lynne,732,Jeff Lynne
kaonashi,-152,pls STOP we BROKE,152,pls STOP we BROKE
No One,-3997,Hurrikeynes,3997,Hurrikeynes
pls STOP we BROKE,388,Heffalump Rangers,-388,pls STOP we BROKE
Hurrikeynes,-1317,reference_staff,1317,reference_staff
CC Star,-144,BadBeatBot,144,BadBeatBot
Kappa Sigma C Team,-17891,pkr face,17891,pkr face
AlphaOne,12,IeetChips,-12,AlphaOne
LadyMooseLizardPhi,158,Army Leggy,-158,LadyMooseLizardPhi
player1,-801,GoKinCobra,801,GoKinCobra
pkr face,1839,Queens Club,-1839,pkr face
LadyMooseLizardPhi,890,reference_lecture_1,-890,LadyMooseLizardPhi
No One,-4806,Daniel Negreanu,4806,Daniel Negreanu
YEE,-162,Boners '22,162,Boners '22
pls STOP we BROKE,875,Hurrikeynes,-875,pls STOP we BROKE
testing,3477,21,-3477,testing
Hurrikeynes,-1447,kaonashi,1447,kaonashi
B),3198,reference_random,-3198,B)
B),-2383,AP,2383,AP
andrew's bots,-270,PotHotBot,270,PotHotBot
Diamond Dogs,1040,B),-1040,Diamond Dogs
Team Name,-360,21,360,21
¡WHAM!,687,Hurrikeynes,-687,¡WHAM!
player1,-441,YEE,441,YEE
A.L.O.E.,-181,Flush Boys,181,Flush Boys
my bad,-647,AAAKJ,647,AAAKJ
AlphaOne,333,reference_lecture_2,-333,AlphaOne
my bad,-605,SWEET BUT SALTY,605,SWEET BUT SALTY
YEE,-1898,my bad,1898,my bad
fleabitten,-228,Jeff Lynne,228,Jeff Lynne
21,-52,Jigglybluff,52,Jigglybluff
Team Name,-1946,reference_staff,1946,reference_staff
Jeff Lynne,121,CC Star,-121,Jeff Lynne
andrew's bots,-360,Army Leggy,360,Army Leggy
Team Name,-355,LadyMooseLizardPhi,355,LadyMooseLizardPhi
Bananarchist,750,AP,-750,Bananarchist
AAAKJ,818,BluffBot,-818,AAAKJ
Team Name,-323,player1,323,player1
Jigglybluff,350,CC Star,-350,Jigglybluff
No One,-11265,Team Name,11265,Team Name
PokerBrots,1348,ChocolateWarriors,-1348,PokerBrots
SWEET BUT SALTY,-1550,my bad,1550,my bad
my bad,1766,Flush Boys,-1766,my bad
Kappa Sigma C Team,-208,IeetChips,208,IeetChips
<^-^>,-232,pls STOP we BROKE,232,pls STOP we BROKE
21,-232,Third Mid,232,Third Mid
player1,-944,GoKinCobra,944,GoKinCobra
GoKinCobra,838,reference_lecture_1,-838,GoKinCobra
A.L.O.E.,1149,reference_random,-1149,A.L.O.E.
ChocolateWarriors,-122,:),122,:)
Jeff Lynne,733,Hurrikeynes,-733,Jeff Lynne
yeet,-330,LadyMooseLizardPhi,330,LadyMooseLizardPhi
my bad,-483,Jigglybluff,483,Jigglybluff
reference_lecture_2,-63,AAAKJ,63,AAAKJ
B),-1436,Daniel Negreanu,1436,Daniel Negreanu
LadyMooseLizardPhi,99,Jigglybluff,-99,LadyMooseLizardPhi
reference_staff,1760,PokerBrots,-1760,reference_staff
LadyMooseLizardPhi,727,ChocolateWarriors,-727,LadyMooseLizardPhi
PokerBrots,-454,Jeff Lynne,454,Jeff Lynne
CC Star,755,Team Name,-755,CC Star
¡WHAM!,809,Queens Club,-809,¡WHAM!
Heffalump Rangers,-5076,<^-^>,5076,<^-^>
Boners '22,269,yeet,-269,Boners '22
kaonashi,380,Diamond Dogs,-380,kaonashi
PokerBrots,-148,PotHotBot,148,PotHotBot
reference_lecture_2,496,IeetChips,-496,reference_lecture_2
fleabitten,16,Blind Plays,-16,fleabitten
B),-1210,GoKinCobra,1210,GoKinCobra
AAAKJ,-320,LadyMooseLizardPhi,320,LadyMooseLizardPhi
AP,-1197,Team Name,1197,Team Name
reference_lecture_2,977,Queens Club,-977,reference_lecture_2
IeetChips,-3,YEE,3,YEE
21,-8,TeamRocket,8,TeamRocket
Kappa Sigma C Team,-9305,Queens Club,9305,Queens Club
GoKinCobra,671,kaonashi,-671,GoKinCobra
my bad,3319,21,-3319,my bad
GoKinCobra,-394,kaonashi,394,kaonashi
21,-667,preflop all in,667,preflop all in
LadyMooseLizardPhi,-337,¡WHAM!,337,¡WHAM!
Hurrikeynes,-943,:),943,:)
testing,14643,reference_random,-14643,testing
Hurrikeynes,-915,fleabitten,915,fleabitten
CC Star,-270,21,270,21
AAAKJ,241,Kappa Sigma C Team,-241,AAAKJ
reference_random,-1289,LadyMooseLizardPhi,1289,LadyMooseLizardPhi
pkr face,956,A.L.O.E.,-956,pkr face
Team Name,-382,kaonashi,382,kaonashi
Team Name,13834,No One,-13834,Team Name
Boners '22,-287,Daniel Negreanu,287,Daniel Negreanu
Icy,9342,reference_checkcall,-9342,Icy
SWEET BUT SALTY,1015,AlphaFish,-1015,SWEET BUT SALTY
Hurrikeynes,-589,Diamond Dogs,589,Diamond Dogs
Icy,870,testing,-870,Icy
LadyMooseLizardPhi,-2173,reference_lecture_2,2173,reference_lecture_2
Heffalump Rangers,-7049,Icy,7049,Icy
Flush Boys,-543,SWEET BUT SALTY,543,SWEET BUT SALTY
<^-^>,22170,Kappa Sigma C Team,-22170,<^-^>
:),-4921,CC Star,4921,CC Star
PokerBrots,4249,Third Mid,-4249,PokerBrots
pls STOP we BROKE,-2286,Army Leggy,2286,Army Leggy
YEE,215,Diamond Dogs,-215,YEE
BluffBot,-207,fleabitten,207,fleabitten
PotHotBot,258,player1,-258,PotHotBot
Jigglybluff,7,Blind Plays,-7,Jigglybluff
Flush Boys,-37,YEE,37,YEE
B),-1517,¡WHAM!,1517,¡WHAM!
reference_lecture_1,-940,yeet,940,yeet
reference_lecture_1,-910,Jigglybluff,910,Jigglybluff
Icy,-179,Boners '22,179,Boners '22
yeet,296,¡WHAM!,-296,yeet
No One,-40487,my bad,40487,my bad
Third Mid,314,Kappa Sigma C Team,-314,Third Mid
my bad,-390,PotHotBot,390,PotHotBot
andrew's bots,8548,player1,-8548,andrew's bots
reference_lecture_1,-693,Heffalump Rangers,693,Heffalump Rangers
Kappa Sigma C Team,-500,Diamond Dogs,500,Diamond Dogs
Bananarchist,612,A.L.O.E.,-612,Bananarchist
¡WHAM!,48,testing,-48,¡WHAM!
Power JEM ,-77,Jeff Lynne,77,Jeff Lynne
SWEET BUT SALTY,217,Icy,-217,SWEET BUT SALTY
pkr face,5084,yeet,-5084,pkr face
Jigglybluff,795,preflop all in,-795,Jigglybluff
AP,-560,reference_lecture_1,560,reference_lecture_1
PokerBrots,3863,21,-3863,PokerBrots
Kappa Sigma C Team,2118,ChocolateWarriors,-2118,Kappa Sigma C Team
AlphaOne,1141,B),-1141,AlphaOne
kaonashi,706,BluffBot,-706,kaonashi
ChocolateWarriors,-712,Daniel Negreanu,712,Daniel Negreanu
Jeff Lynne,728,AlphaFish,-728,Jeff Lynne
No One,-50690,reference_lecture_2,50690,reference_lecture_2
GoKinCobra,1326,reference_checkcall,-1326,GoKinCobra
Icy,3719,yeet,-3719,Icy
Diamond Dogs,190,Icy,-190,Diamond Dogs
Jigglybluff,101,reference_lecture_2,-101,Jigglybluff
my bad,-279,Flush Boys,279,Flush Boys
preflop all in,348,Blind Plays,-348,preflop all in
yeet,1168,Heffalump Rangers,-1168,yeet
A.L.O.E.,-451,my bad,451,my bad
reference_staff,-1742,B),1742,B)
AlphaOne,566,Kappa Sigma C Team,-566,AlphaOne
No One,-3546,PotHotBot,3546,PotHotBot
Third Mid,-611,reference_staff,611,reference_staff
Daniel Negreanu,257,Third Mid,-257,Daniel Negreanu
<^-^>,-291,PotHotBot,291,PotHotBot
Army Leggy,586,yeet,-586,Army Leggy
yeet,-1130,Army Leggy,1130,Army Leggy
Heffalump Rangers,-731,Jeff Lynne,731,Jeff Lynne
A.L.O.E.,-1313,preflop all in,1313,preflop all in
Third Mid,-201,fleabitten,201,fleabitten
andrew's bots,-81,Third Mid,81,Third Mid
Queens Club,-3869,my bad,3869,my bad
AlphaOne,-108,Blind Plays,108,Blind Plays
Hurrikeynes,-626,reference_lecture_1,626,reference_lecture_1
IeetChips,-1206,<^-^>,1206,<^-^>
AP,-1233,yeet,1233,yeet
LadyMooseLizardPhi,-266,Jigglybluff,266,Jigglybluff
my bad,571,Hurrikeynes,-571,my bad
LadyMooseLizardPhi,-569,Boners '22,569,Boners '22
<^-^>,1515,A.L.O.E.,-1515,<^-^>
BluffBot,-575,BadBeatBot,575,BadBeatBot
Jeff Lynne,660,SWEET BUT SALTY,-660,Jeff Lynne
Daniel Negreanu,895,reference_lecture_1,-895,Daniel Negreanu
¡WHAM!,67,testing,-67,¡WHAM!
GoKinCobra,-387,PotHotBot,387,PotHotBot
reference_random,-482,player1,482,player1
BadBeatBot,693,AP,-693,BadBeatBot
Jeff Lynne,390,Heffalump Rangers,-390,Jeff Lynne
reference_lecture_1,-8559,Army Leggy,8559,Army Leggy
reference_lecture_2,1509,BadBeatBot,-1509,reference_lecture_2
AP,-718,Third Mid,718,Third Mid
PotHotBot,373,Hurrikeynes,-373,PotHotBot
AP,-219,ChocolateWarriors,219,ChocolateWarriors
Diamond Dogs,16,21,-16,Diamond Dogs
Icy,-160,Jigglybluff,160,Jigglybluff
Boners '22,2434,B),-2434,Boners '22
LadyMooseLizardPhi,410,Kappa Sigma C Team,-410,LadyMooseLizardPhi
player1,-851,YEE,851,YEE
maybenot,949,reference_lecture_1,-949,maybenot
my bad,6870,Blind Plays,-6870,my bad
Jigglybluff,41,Daniel Negreanu,-41,Jigglybluff
Hurrikeynes,-1189,A.L.O.E.,1189,A.L.O.E.
Daniel Negreanu,4,Blind Plays,-4,Daniel Negreanu
kaonashi,-331,Daniel Negreanu,331,Daniel Negreanu
:),-3607,pkr face,3607,pkr face
testing,292,maybenot,-292,testing
GoKinCobra,-348,AAAKJ,348,AAAKJ
YEE,-267,Third Mid,267,Third Mid
reference_checkcall,-998,Heffalump Rangers,998,Heffalump Rangers
Boners '22,-110,maybenot,110,maybenot
reference_staff,14166,:),-14166,reference_staff
AAAKJ,92,reference_lecture_2,-92,AAAKJ
player1,-2383,Team Name,2383,Team Name
¡WHAM!,-282,Flush Boys,282,Flush Boys
player1,-969,kaonashi,969,kaonashi
SWEET BUT SALTY,767,reference_random,-767,SWEET BUT SALTY
Jigglybluff,355,preflop all in,-355,Jigglybluff
Blind Plays,-5641,my bad,5641,my bad
B),579,testing,-579,B)
preflop all in,693,AlphaFish,-693,preflop all in
reference_lecture_1,-1882,my bad,1882,my bad
Jigglybluff,446,Heffalump Rangers,-446,Jigglybluff
my bad,3675,BadBeatBot,-3675,my bad
Icy,-20,fleabitten,20,fleabitten
reference_random,-865,PotHotBot,865,PotHotBot
player1,-5670,reference_lecture_2,5670,reference_lecture_2
kaonashi,394,Heffalump Rangers,-394,kaonashi
my bad,667,Jeff Lynne,-667,my bad
A.L.O.E.,-100,my bad,100,my bad
BluffBot,-5690,reference_staff,5690,reference_staff
IeetChips,-1,¡WHAM!,1,¡WHAM!
Daniel Negreanu,-1400,reference_staff,1400,reference_staff
AlphaFish,-466,Third Mid,466,Third Mid
CC Star,-2902,Queens Club,2902,Queens Club
Third Mid,778,AlphaFish,-778,Third Mid
IeetChips,-7,21,7,21
BluffBot,-596,21,596,21
21,26,Jeff Lynne,-26,21
YEE,135,Diamond Dogs,-135,YEE
Queens Club,978,Diamond Dogs,-978,Queens Club
fleabitten,203,Heffalump Rangers,-203,fleabitten
yeet,-1237,pkr face,1237,pkr face
yeet,-1090,preflop all in,1090,preflop all in
Flush Boys,-208,Boners '22,208,Boners '22
andrew's bots,840,BluffBot,-840,andrew's bots
B),-1616,SWEET BUT SALTY,1616,SWEET BUT SALTY
PotHotBot,13,IeetChips,-13,PotHotBot
Diamond Dogs,-517,Jeff Lynne,517,Jeff Lynne
Flush Boys,684,AP,-684,Flush Boys
AlphaFish,37157,Power JEM ,-37157,AlphaFish
Diamond Dogs,-544,Daniel Negreanu,544,Daniel Negreanu
Third Mid,-625,reference_staff,625,reference_staff
pkr face,145,A.L.O.E.,-145,pkr face
LadyMooseLizardPhi,-137,BadBeatBot,137,BadBeatBot
21,540,AAAKJ,-540,21
reference_checkcall,-613,yeet,613,yeet
BadBeatBot,92,YEE,-92,BadBeatBot
Kappa Sigma C Team,-129,Jigglybluff,129,Jigglybluff
Blind Plays,-13,AAAKJ,13,AAAKJ
GoKinCobra,-5368,my bad,5368,my bad
Army Leggy,103,IeetChips,-103,Army Leggy
pls STOP we BROKE,-1915,Icy,1915,Icy
Blind Plays,-13,AAAKJ,13,AAAKJ
AP,-746,IeetChips,746,IeetChips
kaonashi,672,AP,-672,kaonashi
pkr face,-62,Jigglybluff,62,Jigglybluff
Hurrikeynes,-1474,andrew's bots,1474,andrew's bots
YEE,866,reference_lecture_1,-866,YEE
Hurrikeynes,-1280,PokerBrots,1280,PokerBrots
kaonashi,-206,Diamond Dogs,206,Diamond Dogs
BadBeatBot,6773,No One,-6773,BadBeatBot
Kappa Sigma C Team,10324,player1,-10324,Kappa Sigma C Team
AlphaFish,-814,Kappa Sigma C Team,814,Kappa Sigma C Team
Jigglybluff,57,Third Mid,-57,Jigglybluff
AlphaFish,71,BluffBot,-71,AlphaFish
AlphaOne,444,yeet,-444,AlphaOne
