team_a_name,team_a_score,team_b_name,team_b_score,winner
Army Leggy,-228,AlphaFish,228,AlphaFish
Heffalump Rangers,-384,YEE,384,YEE
YEE,207,Team Name,-207,YEE
reference_random,-1243,BadBeatBot,1243,BadBeatBot
player1,-712,fleabitten,712,fleabitten
fleabitten,290,Daniel Negreanu,-290,fleabitten
Army Leggy,-155,SWEET BUT SALTY,155,SWEET BUT SALTY
:),973,reference_checkcall,-973,:)
reference_checkcall,-11000,reference_lecture_2,11000,reference_lecture_2
CC Star,-204,fleabitten,204,fleabitten
IeetChips,630,ChocolateWarriors,-630,IeetChips
Army Leggy,13766,Kappa Sigma C Team,-13766,Army Leggy
LadyMooseLizardPhi,-183,Diamond Dogs,183,Diamond Dogs
reference_random,-680,21,680,21
No One,-37825,my bad,37825,my bad
AAAKJ,177,testing,-177,AAAKJ
A.L.O.E.,782,B),-782,A.L.O.E.
Bananarchist,131,yeet,-131,Bananarchist
player1,-800,pls STOP we BROKE,800,pls STOP we BROKE
andrew's bots,1325,AP,-1325,andrew's bots
YEE,133,testing,-133,YEE
reference_staff,9588,reference_lecture_1,-9588,reference_staff
CC Star,3476,BluffBot,-3476,CC Star
<^-^>,2168,yeet,-2168,<^-^>
CC Star,-110,maybenot,110,maybenot
AP,-750,Bananarchist,750,Bananarchist
testing,-1616,B),1616,B)
andrew's bots,1324,AP,-1324,andrew's bots
:),822,player1,-822,:)
Heffalump Rangers,970,reference_random,-970,Heffalump Rangers
BadBeatBot,-119,PotHotBot,119,PotHotBot
Jeff Lynne,114,Power JEM ,-114,Jeff Lynne
CC Star,-173,Boners '22,173,Boners '22
BluffBot,1185,Diamond Dogs,-1185,BluffBot
SWEET BUT SALTY,504,kaonashi,-504,SWEET BUT SALTY
Daniel Negreanu,178,andrew's bots,-178,Daniel Negreanu
Bananarchist,-359,Flush Boys,359,Flush Boys
Army Leggy,-315,GoKinCobra,315,GoKinCobra
Queens Club,-773,Boners '22,773,Boners '22
reference_checkcall,-961,YEE,961,YEE
YEE,-82,maybenot,82,maybenot
AlphaOne,-179,SWEET BUT SALTY,179,SWEET BUT SALTY
AP,440,yeet,-440,AP
Queens Club,-1873,reference_lecture_2,1873,reference_lecture_2
<^-^>,-419,pkr face,419,pkr face
Daniel Negreanu,4437,No One,-4437,Daniel Negreanu
AlphaFish,1700,Heffalump Rangers,-1700,AlphaFish
:),-3208,CC Star,3208,CC Star
Jigglybluff,410,pls STOP we BROKE,-410,Jigglybluff
player1,149,BadBeatBot,-149,player1
SWEET BUT SALTY,351,Flush Boys,-351,SWEET BUT SALTY
testing,8903,reference_lecture_1,-8903,testing
kaonashi,324,Kappa Sigma C Team,-324,kaonashi
BluffBot,-2249,reference_staff,2249,reference_staff
<^-^>,-173,Bananarchist,173,Bananarchist
pkr face,1217,ChocolateWarriors,-1217,pkr face
<^-^>,-1431,AlphaFish,1431,AlphaFish
YEE,595,Team Name,-595,YEE
reference_checkcall,32,reference_lecture_1,-32,reference_checkcall
Team Name,-720,pkr face,720,pkr face
Heffalump Rangers,406,yeet,-406,Heffalump Rangers
AAAKJ,109,:),-109,AAAKJ
AP,-1281,reference_staff,1281,reference_staff
Team Name,-125,kaonashi,125,kaonashi
<^-^>,-128,AAAKJ,128,AAAKJ
AlphaOne,-641,my bad,641,my bad
Blind Plays,4,IeetChips,-4,Blind Plays
pkr face,572,Icy,-572,pkr face
testing,-354,kaonashi,354,kaonashi
AAAKJ,10,Blind Plays,-10,AAAKJ
Team Name,908,¡WHAM!,-908,Team Name
Diamond Dogs,-189,Jeff Lynne,189,Jeff Lynne
testing,-706,<^-^>,706,<^-^>
ChocolateWarriors,-691,Flush Boys,691,Flush Boys
Team Name,615,IeetChips,-615,Team Name
PokerBrots,1451,Diamond Dogs,-1451,PokerBrots
testing,-1629,reference_lecture_2,1629,reference_lecture_2
YEE,-174,Bananarchist,174,Bananarchist
Boners '22,782,A.L.O.E.,-782,Boners '22
ChocolateWarriors,-574,Queens Club,574,Queens Club
Queens Club,-564,maybenot,564,maybenot
B),-774,Team Name,774,Team Name
21,-8,A.L.O.E.,8,A.L.O.E.
Daniel Negreanu,-1747,Army Leggy,1747,Army Leggy
AAAKJ,112,Boners '22,-112,AAAKJ
my bad,1453,Army Leggy,-1453,my bad
pls STOP we BROKE,226,Diamond Dogs,-226,pls STOP we BROKE
Flush Boys,4687,No One,-4687,Flush Boys
reference_lecture_2,7058,player1,-7058,reference_lecture_2
reference_checkcall,-9392,Icy,9392,Icy
AlphaFish,-311,YEE,311,YEE
PokerBrots,-180,Bananarchist,180,Bananarchist
reference_lecture_2,-185,AlphaOne,185,AlphaOne
Kappa Sigma C Team,-20915,CC Star,20915,CC Star
pkr face,-197,Jeff Lynne,197,Jeff Lynne
preflop all in,948,BluffBot,-948,preflop all in
Hurrikeynes,-1858,Kappa Sigma C Team,1858,Kappa Sigma C Team
Jigglybluff,403,Icy,-403,Jigglybluff
Heffalump Rangers,-321,21,321,21
Boners '22,167,testing,-167,Boners '22
Flush Boys,361,ChocolateWarriors,-361,Flush Boys
yeet,-205,YEE,205,YEE
SWEET BUT SALTY,203,Third Mid,-203,SWEET BUT SALTY
BadBeatBot,5,IeetChips,-5,BadBeatBot
Heffalump Rangers,-85,IeetChips,85,IeetChips
yeet,-3339,my bad,3339,my bad
Bananarchist,815,Queens Club,-815,Bananarchist
IeetChips,-1,¡WHAM!,1,¡WHAM!
YEE,-196,pls STOP we BROKE,196,pls STOP we BROKE
andrew's bots,-1098,BluffBot,1098,BluffBot
yeet,-185,pls STOP we BROKE,185,pls STOP we BROKE
No One,-34372,andrew's bots,34372,andrew's bots
Jigglybluff,4684,No One,-4684,Jigglybluff
B),-13096,my bad,13096,my bad
Heffalump Rangers,-474,pls STOP we BROKE,474,pls STOP we BROKE
Bananarchist,4,Blind Plays,-4,Bananarchist
IeetChips,128,player1,-128,IeetChips
reference_checkcall,-917,pls STOP we BROKE,917,pls STOP we BROKE
AlphaFish,27397,reference_random,-27397,AlphaFish
Jeff Lynne,18,andrew's bots,-18,Jeff Lynne
preflop all in,2042,A.L.O.E.,-2042,preflop all in
maybenot,18,Jeff Lynne,-18,maybenot
maybenot,438,BadBeatBot,-438,maybenot
CC Star,5538,player1,-5538,CC Star
reference_lecture_1,-764,Diamond Dogs,764,Diamond Dogs
Heffalump Rangers,101,IeetChips,-101,Heffalump Rangers
Third Mid,697,Hurrikeynes,-697,Third Mid
GoKinCobra,278,fleabitten,-278,GoKinCobra
reference_lecture_1,124,Hurrikeynes,-124,reference_lecture_1
B),2681,BluffBot,-2681,B)
reference_lecture_2,1991,Daniel Negreanu,-1991,reference_lecture_2
pkr face,441,Queens Club,-441,pkr face
kaonashi,-242,SWEET BUT SALTY,242,SWEET BUT SALTY
BadBeatBot,157,Power JEM ,-157,BadBeatBot
reference_lecture_1,-697,BadBeatBot,697,BadBeatBot
andrew's bots,7729,reference_checkcall,-7729,andrew's bots
reference_lecture_1,-11428,pkr face,11428,pkr face
Team Name,-4164,CC Star,4164,CC Star
GoKinCobra,-2456,PokerBrots,2456,PokerBrots
reference_random,-13610,Icy,13610,Icy
testing,1271,YEE,-1271,testing
Kappa Sigma C Team,1987,Team Name,-1987,Kappa Sigma C Team
TeamRocket,306,AlphaOne,-306,TeamRocket
yeet,-260,Diamond Dogs,260,Diamond Dogs
reference_staff,-266,kaonashi,266,kaonashi
Queens Club,-673,Bananarchist,673,Bananarchist
reference_staff,16873,Boners '22,-16873,reference_staff
Power JEM ,-55,SWEET BUT SALTY,55,SWEET BUT SALTY
Power JEM ,807,Army Leggy,-807,Power JEM 
SWEET BUT SALTY,1038,player1,-1038,SWEET BUT SALTY
pls STOP we BROKE,95,<^-^>,-95,pls STOP we BROKE
maybenot,63,fleabitten,-63,maybenot
player1,-680,Flush Boys,680,Flush Boys
Bananarchist,750,AP,-750,Bananarchist
Jigglybluff,39,maybenot,-39,Jigglybluff
IeetChips,499,BluffBot,-499,IeetChips
CC Star,-404,Boners '22,404,Boners '22
testing,1723,CC Star,-1723,testing
Third Mid,644,BluffBot,-644,Third Mid
yeet,-125,BadBeatBot,125,BadBeatBot
:),319,pkr face,-319,:)
Diamond Dogs,-2223,PokerBrots,2223,PokerBrots
B),1743,Heffalump Rangers,-1743,B)
Bananarchist,404,Daniel Negreanu,-404,Bananarchist
ChocolateWarriors,125,Hurrikeynes,-125,ChocolateWarriors
Jigglybluff,-68,Diamond Dogs,68,Diamond Dogs
Third Mid,-282,YEE,282,YEE
SWEET BUT SALTY,674,AP,-674,SWEET BUT SALTY
reference_lecture_2,-70,Boners '22,70,Boners '22
Diamond Dogs,-941,Icy,941,Icy
Jeff Lynne,11,Power JEM ,-11,Jeff Lynne
AAAKJ,95,Power JEM ,-95,AAAKJ
Army Leggy,31464,No One,-31464,Army Leggy
reference_lecture_1,-7701,Icy,7701,Icy
<^-^>,13320,Kappa Sigma C Team,-13320,<^-^>
pkr face,8699,reference_checkcall,-8699,pkr face
Team Name,-528,Boners '22,528,Boners '22
Blind Plays,-400,Heffalump Rangers,400,Heffalump Rangers
LadyMooseLizardPhi,-105,IeetChips,105,IeetChips
PokerBrots,1999,ChocolateWarriors,-1999,PokerBrots
player1,169,PotHotBot,-169,player1
kaonashi,527,PotHotBot,-527,kaonashi
AAAKJ,678,AP,-678,AAAKJ
Boners '22,-114,Jeff Lynne,114,Jeff Lynne
Hurrikeynes,-512,my bad,512,my bad
Diamond Dogs,1508,B),-1508,Diamond Dogs
CC Star,157,A.L.O.E.,-157,CC Star
PotHotBot,484,pkr face,-484,PotHotBot
AP,-1185,Team Name,1185,Team Name
Team Name,-325,reference_lecture_2,325,reference_lecture_2
Diamond Dogs,-405,AlphaOne,405,AlphaOne
YEE,968,reference_lecture_1,-968,YEE
ChocolateWarriors,-1087,21,1087,21
ChocolateWarriors,-471,Queens Club,471,Queens Club
pls STOP we BROKE,169,pkr face,-169,pls STOP we BROKE
kaonashi,-234,preflop all in,234,preflop all in
Icy,-213,AAAKJ,213,AAAKJ
Daniel Negreanu,93,BluffBot,-93,Daniel Negreanu
Bananarchist,882,Queens Club,-882,Bananarchist
TeamRocket,310,Icy,-310,TeamRocket
AlphaOne,192,Boners '22,-192,AlphaOne
No One,-54316,PokerBrots,54316,PokerBrots
Blind Plays,163,Team Name,-163,Blind Plays
Kappa Sigma C Team,-11941,andrew's bots,11941,andrew's bots
SWEET BUT SALTY,124,Blind Plays,-124,SWEET BUT SALTY
PotHotBot,381,Boners '22,-381,PotHotBot
A.L.O.E.,911,BluffBot,-911,A.L.O.E.
AAAKJ,120,AlphaOne,-120,AAAKJ
reference_lecture_2,-1157,andrew's bots,1157,andrew's bots
Jigglybluff,108,maybenot,-108,Jigglybluff
pls STOP we BROKE,336,Heffalump Rangers,-336,pls STOP we BROKE
:),-116,YEE,116,YEE
reference_lecture_1,-10664,Army Leggy,10664,Army Leggy
pkr face,-427,kaonashi,427,kaonashi
<^-^>,-598,Queens Club,598,Queens Club
¡WHAM!,80,:),-80,¡WHAM!
Heffalump Rangers,-8122,andrew's bots,8122,andrew's bots
BadBeatBot,5136,No One,-5136,BadBeatBot
PokerBrots,-123,BadBeatBot,123,BadBeatBot
Army Leggy,-203,Daniel Negreanu,203,Daniel Negreanu
fleabitten,-1880,my bad,1880,my bad
AAAKJ,296,Team Name,-296,AAAKJ
YEE,357,Kappa Sigma C Team,-357,YEE
Icy,-356,preflop all in,356,preflop all in
testing,-241,AlphaOne,241,AlphaOne
B),-226,ChocolateWarriors,226,ChocolateWarriors
Bananarchist,-171,Third Mid,171,Third Mid
Daniel Negreanu,-187,AAAKJ,187,AAAKJ
reference_random,-30875,CC Star,30875,CC Star
pls STOP we BROKE,310,player1,-310,pls STOP we BROKE
preflop all in,8922,reference_lecture_1,-8922,preflop all in
Kappa Sigma C Team,-18935,pkr face,18935,pkr face
AlphaFish,-469,Boners '22,469,Boners '22
AAAKJ,920,Hurrikeynes,-920,AAAKJ
YEE,550,BluffBot,-550,YEE
Flush Boys,-64,kaonashi,64,kaonashi
Hurrikeynes,-301,A.L.O.E.,301,A.L.O.E.
GoKinCobra,499,BluffBot,-499,GoKinCobra
Kappa Sigma C Team,-431,pls STOP we BROKE,431,pls STOP we BROKE
21,1037,reference_checkcall,-1037,21
AlphaFish,-713,:),713,:)
Third Mid,145,Flush Boys,-145,Third Mid
reference_lecture_2,996,A.L.O.E.,-996,reference_lecture_2
BadBeatBot,99,Army Leggy,-99,BadBeatBot
my bad,1798,Queens Club,-1798,my bad
Kappa Sigma C Team,-17146,reference_staff,17146,reference_staff
A.L.O.E.,-466,pls STOP we BROKE,466,pls STOP we BROKE
Army Leggy,-114,YEE,114,YEE
Bananarchist,3,IeetChips,-3,Bananarchist
fleabitten,69,reference_staff,-69,fleabitten
<^-^>,5216,TeamRocket,-5216,<^-^>
Bananarchist,2,IeetChips,-2,Bananarchist
B),-2180,reference_lecture_2,2180,reference_lecture_2
reference_checkcall,-10488,Army Leggy,10488,Army Leggy
yeet,1223,reference_lecture_1,-1223,yeet
kaonashi,696,AP,-696,kaonashi
SWEET BUT SALTY,681,Hurrikeynes,-681,SWEET BUT SALTY
TeamRocket,-308,fleabitten,308,fleabitten
Daniel Negreanu,-365,YEE,365,YEE
CC Star,-355,AlphaOne,355,AlphaOne
Army Leggy,2005,Queens Club,-2005,Army Leggy
ChocolateWarriors,-264,my bad,264,my bad
LadyMooseLizardPhi,-387,Boners '22,387,Boners '22
LadyMooseLizardPhi,139,reference_lecture_2,-139,LadyMooseLizardPhi
AlphaFish,-509,kaonashi,509,kaonashi
B),2641,Power JEM ,-2641,B)
pls STOP we BROKE,275,testing,-275,pls STOP we BROKE
pls STOP we BROKE,941,reference_random,-941,pls STOP we BROKE
GoKinCobra,88,SWEET BUT SALTY,-88,GoKinCobra
TeamRocket,382,AlphaOne,-382,TeamRocket
AlphaFish,6512,Kappa Sigma C Team,-6512,AlphaFish
CC Star,-351,AAAKJ,351,AAAKJ
:),-7135,my bad,7135,my bad
Army Leggy,-147,Third Mid,147,Third Mid
AAAKJ,184,BadBeatBot,-184,AAAKJ
AAAKJ,612,Queens Club,-612,AAAKJ
<^-^>,-343,PotHotBot,343,PotHotBot
:),148,CC Star,-148,:)
Army Leggy,-140,¡WHAM!,140,¡WHAM!
No One,-40216,my bad,40216,my bad
Icy,-2352,reference_lecture_2,2352,reference_lecture_2
LadyMooseLizardPhi,-134,BadBeatBot,134,BadBeatBot
Flush Boys,-315,GoKinCobra,315,GoKinCobra
Power JEM ,-7657,my bad,7657,my bad
reference_checkcall,-1432,B),1432,B)
Bananarchist,-9,AAAKJ,9,AAAKJ
preflop all in,-408,IeetChips,408,IeetChips
maybenot,1573,B),-1573,maybenot
fleabitten,80,PokerBrots,-80,fleabitten
Jigglybluff,475,BadBeatBot,-475,Jigglybluff
reference_lecture_1,-852,Diamond Dogs,852,Diamond Dogs
kaonashi,-441,fleabitten,441,fleabitten
LadyMooseLizardPhi,-563,preflop all in,563,preflop all in
reference_random,-25362,CC Star,25362,CC Star
BluffBot,-983,Daniel Negreanu,983,Daniel Negreanu
fleabitten,-10,AlphaOne,10,AlphaOne
pkr face,-101,fleabitten,101,fleabitten
Kappa Sigma C Team,-16758,<^-^>,16758,<^-^>
player1,-832,Diamond Dogs,832,Diamond Dogs
AlphaOne,570,ChocolateWarriors,-570,AlphaOne
Diamond Dogs,-1893,andrew's bots,1893,andrew's bots
LadyMooseLizardPhi,990,reference_lecture_1,-990,LadyMooseLizardPhi
CC Star,3483,reference_checkcall,-3483,CC Star
PotHotBot,481,CC Star,-481,PotHotBot
AlphaFish,389,reference_staff,-389,AlphaFish
testing,-60,Third Mid,60,Third Mid
Daniel Negreanu,-831,Queens Club,831,Queens Club
ChocolateWarriors,4433,No One,-4433,ChocolateWarriors
:),-337,AlphaOne,337,AlphaOne
reference_lecture_2,1389,Jigglybluff,-1389,reference_lecture_2
reference_staff,9593,reference_checkcall,-9593,reference_staff
Boners '22,151,Flush Boys,-151,Boners '22
¡WHAM!,330,CC Star,-330,¡WHAM!
Boners '22,796,reference_checkcall,-796,Boners '22
<^-^>,-110,kaonashi,110,kaonashi
LadyMooseLizardPhi,240,CC Star,-240,LadyMooseLizardPhi
Boners '22,273,Kappa Sigma C Team,-273,Boners '22
reference_checkcall,-38,reference_lecture_1,38,reference_lecture_1
preflop all in,798,Boners '22,-798,preflop all in
Flush Boys,-199,Boners '22,199,Boners '22
testing,7946,BluffBot,-7946,testing
AP,-699,Blind Plays,699,Blind Plays
reference_checkcall,-992,AAAKJ,992,AAAKJ
CC Star,1925,Team Name,-1925,CC Star
reference_lecture_2,-90,SWEET BUT SALTY,90,SWEET BUT SALTY
Jigglybluff,4646,No One,-4646,Jigglybluff
Bananarchist,-120,maybenot,120,maybenot
GoKinCobra,-7894,reference_lecture_2,7894,reference_lecture_2
Jeff Lynne,488,A.L.O.E.,-488,Jeff Lynne
AAAKJ,336,<^-^>,-336,AAAKJ
reference_lecture_2,69,andrew's bots,-69,reference_lecture_2
kaonashi,188,CC Star,-188,kaonashi
AlphaFish,5416,Kappa Sigma C Team,-5416,AlphaFish
reference_lecture_1,-7991,Army Leggy,7991,Army Leggy
PokerBrots,570,Queens Club,-570,PokerBrots
PokerBrots,10269,reference_checkcall,-10269,PokerBrots
Jigglybluff,274,reference_staff,-274,Jigglybluff
SWEET BUT SALTY,177,AlphaOne,-177,SWEET BUT SALTY
Daniel Negreanu,132,CC Star,-132,Daniel Negreanu
A.L.O.E.,61,Bananarchist,-61,A.L.O.E.
Blind Plays,99,pkr face,-99,Blind Plays
pls STOP we BROKE,828,reference_checkcall,-828,pls STOP we BROKE
PotHotBot,295,Hurrikeynes,-295,PotHotBot
Diamond Dogs,-220,PotHotBot,220,PotHotBot
GoKinCobra,-123,Jigglybluff,123,Jigglybluff
maybenot,-846,Icy,846,Icy
Third Mid,3,IeetChips,-3,Third Mid
Army Leggy,-368,maybenot,368,maybenot
YEE,-129,TeamRocket,129,TeamRocket
Hurrikeynes,-646,Jigglybluff,646,Jigglybluff
testing,-118,AlphaOne,118,AlphaOne
Jeff Lynne,-20,BadBeatBot,20,BadBeatBot
Boners '22,94,fleabitten,-94,Boners '22
andrew's bots,116,preflop all in,-116,andrew's bots
Third Mid,237,<^-^>,-237,Third Mid
Heffalump Rangers,-570,21,570,21
reference_random,-1295,preflop all in,1295,preflop all in
No One,-4794,maybenot,4794,maybenot
pkr face,-1757,B),1757,B)
Heffalump Rangers,-2204,Queens Club,2204,Queens Club
Army Leggy,-2320,testing,2320,testing
Kappa Sigma C Team,3262,ChocolateWarriors,-3262,Kappa Sigma C Team
andrew's bots,798,my bad,-798,andrew's bots
pkr face,-103,YEE,103,YEE
:),-312,pls STOP we BROKE,312,pls STOP we BROKE
Heffalump Rangers,-363,Daniel Negreanu,363,Daniel Negreanu
Daniel Negreanu,723,A.L.O.E.,-723,Daniel Negreanu
Jigglybluff,1685,B),-1685,Jigglybluff
Diamond Dogs,-303,Bananarchist,303,Bananarchist
Army Leggy,721,reference_lecture_2,-721,Army Leggy
Diamond Dogs,-640,GoKinCobra,640,GoKinCobra
TeamRocket,-51,:),51,:)
Diamond Dogs,81,Boners '22,-81,Diamond Dogs
reference_random,-1423,No One,1423,No One
player1,-1204,CC Star,1204,CC Star
Hurrikeynes,-704,:),704,:)
PokerBrots,-206,21,206,21
Power JEM ,-171,Diamond Dogs,171,Diamond Dogs
PokerBrots,656,Team Name,-656,PokerBrots
reference_lecture_1,-833,fleabitten,833,fleabitten
player1,715,B),-715,player1
Team Name,10382,No One,-10382,Team Name
¡WHAM!,45,AlphaFish,-45,¡WHAM!
<^-^>,-332,maybenot,332,maybenot
testing,-165,¡WHAM!,165,¡WHAM!
AAAKJ,130,Icy,-130,AAAKJ
IeetChips,-158,GoKinCobra,158,GoKinCobra
andrew's bots,-20,reference_staff,20,reference_staff
GoKinCobra,-269,Daniel Negreanu,269,Daniel Negreanu
Queens Club,-1231,GoKinCobra,1231,GoKinCobra
Power JEM ,2331,AlphaOne,-2331,Power JEM 
pls STOP we BROKE,5016,No One,-5016,pls STOP we BROKE
BluffBot,-4695,pkr face,4695,pkr face
Jigglybluff,357,:),-357,Jigglybluff
ChocolateWarriors,-361,:),361,:)
Team Name,-869,Jigglybluff,869,Jigglybluff
¡WHAM!,-102,AAAKJ,102,AAAKJ
¡WHAM!,581,player1,-581,¡WHAM!
Blind Plays,-18043,AlphaFish,18043,AlphaFish
Hurrikeynes,-1051,LadyMooseLizardPhi,1051,LadyMooseLizardPhi
Jeff Lynne,1,Blind Plays,-1,Jeff Lynne
Heffalump Rangers,-8049,CC Star,8049,CC Star
A.L.O.E.,-696,my bad,696,my bad
testing,-1314,pkr face,1314,pkr face
CC Star,8083,Heffalump Rangers,-8083,CC Star
No One,-19681,Queens Club,19681,Queens Club
Heffalump Rangers,-236,fleabitten,236,fleabitten
BadBeatBot,1552,reference_random,-1552,BadBeatBot
yeet,-208,Daniel Negreanu,208,Daniel Negreanu
AAAKJ,89,PokerBrots,-89,AAAKJ
pkr face,-191,AlphaOne,191,AlphaOne
AlphaOne,-468,SWEET BUT SALTY,468,SWEET BUT SALTY
AAAKJ,546,reference_staff,-546,AAAKJ
Diamond Dogs,-267,Bananarchist,267,Bananarchist
LadyMooseLizardPhi,760,Hurrikeynes,-760,LadyMooseLizardPhi
<^-^>,-265,PotHotBot,265,PotHotBot
reference_lecture_1,-714,BadBeatBot,714,BadBeatBot
<^-^>,-198,Daniel Negreanu,198,Daniel Negreanu
Icy,3650,21,-3650,Icy
YEE,-452,Daniel Negreanu,452,Daniel Negreanu
TeamRocket,-93,AAAKJ,93,AAAKJ
pkr face,1345,kaonashi,-1345,pkr face
IeetChips,636,BluffBot,-636,IeetChips
AlphaFish,15466,No One,-15466,AlphaFish
player1,-772,fleabitten,772,fleabitten
AAAKJ,617,A.L.O.E.,-617,AAAKJ
¡WHAM!,148,A.L.O.E.,-148,¡WHAM!
CC Star,5803,player1,-5803,CC Star
:),-23,Bananarchist,23,Bananarchist
Power JEM ,-745,GoKinCobra,745,GoKinCobra
BadBeatBot,291,GoKinCobra,-291,BadBeatBot
preflop all in,-754,AlphaOne,754,AlphaOne
Kappa Sigma C Team,-148,¡WHAM!,148,¡WHAM!
Team Name,1218,AP,-1218,Team Name
PotHotBot,-927,TeamRocket,927,TeamRocket
Jeff Lynne,201,kaonashi,-201,Jeff Lynne
player1,-1048,:),1048,:)
Icy,-155,AlphaOne,155,AlphaOne
reference_lecture_2,-696,GoKinCobra,696,GoKinCobra
PokerBrots,-298,BadBeatBot,298,BadBeatBot
kaonashi,285,TeamRocket,-285,kaonashi
YEE,-2103,Queens Club,2103,Queens Club
reference_lecture_2,9797,reference_checkcall,-9797,reference_lecture_2
BluffBot,-4943,Team Name,4943,Team Name
IeetChips,-1546,Kappa Sigma C Team,1546,Kappa Sigma C Team
AlphaOne,238,LadyMooseLizardPhi,-238,AlphaOne
<^-^>,-139,Jigglybluff,139,Jigglybluff
fleabitten,-3,AAAKJ,3,AAAKJ
yeet,-334,Third Mid,334,Third Mid
B),-1404,21,1404,21
Icy,507,IeetChips,-507,Icy
A.L.O.E.,-599,Bananarchist,599,Bananarchist
Diamond Dogs,-2757,Army Leggy,2757,Army Leggy
yeet,-422,maybenot,422,maybenot
BadBeatBot,238,Third Mid,-238,BadBeatBot
pkr face,-593,preflop all in,593,preflop all in
PotHotBot,2381,B),-2381,PotHotBot
Kappa Sigma C Team,-6977,AlphaFish,6977,AlphaFish
Hurrikeynes,-621,preflop all in,621,preflop all in
preflop all in,1640,B),-1640,preflop all in
Third Mid,-150,Jeff Lynne,150,Jeff Lynne
kaonashi,943,BluffBot,-943,kaonashi
Jigglybluff,211,YEE,-211,Jigglybluff
Blind Plays,16,andrew's bots,-16,Blind Plays
Jeff Lynne,540,reference_lecture_2,-540,Jeff Lynne
AP,-676,Boners '22,676,Boners '22
Heffalump Rangers,-8124,<^-^>,8124,<^-^>
BluffBot,553,Army Leggy,-553,BluffBot
B),1126,Hurrikeynes,-1126,B)
andrew's bots,1314,AP,-1314,andrew's bots
ChocolateWarriors,-573,Blind Plays,573,Blind Plays
yeet,-184,:),184,:)
No One,-10494,preflop all in,10494,preflop all in
LadyMooseLizardPhi,672,AP,-672,LadyMooseLizardPhi
fleabitten,5222,No One,-5222,fleabitten
player1,119,LadyMooseLizardPhi,-119,player1
A.L.O.E.,-281,Queens Club,281,Queens Club
AlphaFish,2699,B),-2699,AlphaFish
Third Mid,329,pkr face,-329,Third Mid
No One,1560,reference_lecture_1,-1560,No One
Daniel Negreanu,702,AP,-702,Daniel Negreanu
reference_random,-818,Boners '22,818,Boners '22
Jigglybluff,55,Team Name,-55,Jigglybluff
reference_lecture_1,-655,Blind Plays,655,Blind Plays
PotHotBot,360,CC Star,-360,PotHotBot
Third Mid,-266,Jeff Lynne,266,Jeff Lynne
Queens Club,2054,BadBeatBot,-2054,Queens Club
Jeff Lynne,744,AP,-744,Jeff Lynne
Jigglybluff,706,reference_random,-706,Jigglybluff
No One,-5953,LadyMooseLizardPhi,5953,LadyMooseLizardPhi
PokerBrots,127,Queens Club,-127,PokerBrots
AAAKJ,216,kaonashi,-216,AAAKJ
PokerBrots,-124,Jigglybluff,124,Jigglybluff
Daniel Negreanu,1056,reference_lecture_1,-1056,Daniel Negreanu
Army Leggy,1644,AlphaOne,-1644,Army Leggy
Diamond Dogs,-592,Queens Club,592,Queens Club
Daniel Negreanu,-1300,reference_staff,1300,reference_staff
AP,-332,player1,332,player1
Bananarchist,761,reference_random,-761,Bananarchist
fleabitten,122,testing,-122,fleabitten
¡WHAM!,41,reference_staff,-41,¡WHAM!
Third Mid,-3031,reference_staff,3031,reference_staff
Boners '22,-21481,pkr face,21481,pkr face
Power JEM ,-37444,AlphaFish,37444,AlphaFish
TeamRocket,525,yeet,-525,TeamRocket
maybenot,895,my bad,-895,maybenot
Flush Boys,-611,Army Leggy,611,Army Leggy
reference_checkcall,-9200,Army Leggy,9200,Army Leggy
reference_lecture_2,-2177,B),2177,B)
Blind Plays,-28,kaonashi,28,kaonashi
No One,1100,A.L.O.E.,-1100,No One
AlphaFish,3388,reference_random,-3388,AlphaFish
Third Mid,599,BluffBot,-599,Third Mid
Team Name,-484,BadBeatBot,484,BadBeatBot
TeamRocket,350,Army Leggy,-350,TeamRocket
yeet,-892,CC Star,892,CC Star
<^-^>,-89,BadBeatBot,89,BadBeatBot
Queens Club,-202,Diamond Dogs,202,Diamond Dogs
BluffBot,-563,Bananarchist,563,Bananarchist
fleabitten,537,LadyMooseLizardPhi,-537,fleabitten
Bananarchist,524,player1,-524,Bananarchist
Icy,2158,TeamRocket,-2158,Icy
AlphaOne,187,CC Star,-187,AlphaOne
PokerBrots,-307,pls STOP we BROKE,307,pls STOP we BROKE
IeetChips,-68,fleabitten,68,fleabitten
AlphaFish,10515,No One,-10515,AlphaFish
ChocolateWarriors,-548,fleabitten,548,fleabitten
Hurrikeynes,-680,Third Mid,680,Third Mid
YEE,-974,preflop all in,974,preflop all in
Army Leggy,-725,BluffBot,725,BluffBot
AlphaFish,-322,¡WHAM!,322,¡WHAM!
BadBeatBot,19,andrew's bots,-19,BadBeatBot
Flush Boys,-105,fleabitten,105,fleabitten
Diamond Dogs,-187,Daniel Negreanu,187,Daniel Negreanu
SWEET BUT SALTY,1571,B),-1571,SWEET BUT SALTY
reference_lecture_2,3838,yeet,-3838,reference_lecture_2
Power JEM ,-137,PotHotBot,137,PotHotBot
AlphaFish,26240,TeamRocket,-26240,AlphaFish
Jeff Lynne,-60,fleabitten,60,fleabitten
my bad,-629,PotHotBot,629,PotHotBot
No One,-4133,Heffalump Rangers,4133,Heffalump Rangers
