team_a_name,team_a_score,team_b_name,team_b_score,winner
Diamond Dogs,832,reference_checkcall,-832,Diamond Dogs
Power JEM ,-306,Diamond Dogs,306,Diamond Dogs
reference_checkcall,-918,YEE,918,YEE
Icy,29869,reference_random,-29869,Icy
reference_random,-1089,SWEET BUT SALTY,1089,SWEET BUT SALTY
reference_lecture_2,1179,ChocolateWarriors,-1179,reference_lecture_2
PotHotBot,296,LadyMooseLizardPhi,-296,PotHotBot
pls STOP we BROKE,-385,:),385,:)
SWEET BUT SALTY,733,A.L.O.E.,-733,SWEET BUT SALTY
A.L.O.E.,-579,pls STOP we BROKE,579,pls STOP we BROKE
Jeff Lynne,15,TeamRocket,-15,Jeff Lynne
CC Star,-354,<^-^>,354,<^-^>
<^-^>,-1478,my bad,1478,my bad
CC Star,-3467,AlphaFish,3467,AlphaFish
maybenot,232,testing,-232,maybenot
Army Leggy,-235,Team Name,235,Team Name
Icy,-4309,GoKinCobra,4309,GoKinCobra
PokerBrots,-3231,Army Leggy,3231,Army Leggy
Heffalump Rangers,-14,reference_staff,14,reference_staff
<^-^>,2684,PokerBrots,-2684,<^-^>
21,-2236,reference_lecture_2,2236,reference_lecture_2
reference_staff,271,Team Name,-271,reference_staff
Team Name,565,my bad,-565,Team Name
TeamRocket,-13040,21,13040,21
Team Name,493,Kappa Sigma C Team,-493,Team Name
Blind Plays,-4317,reference_lecture_2,4317,reference_lecture_2
Jigglybluff,263,kaonashi,-263,Jigglybluff
pls STOP we BROKE,116,yeet,-116,pls STOP we BROKE
LadyMooseLizardPhi,307,¡WHAM!,-307,LadyMooseLizardPhi
Power JEM ,-431,Daniel Negreanu,431,Daniel Negreanu
reference_lecture_2,2811,Bananarchist,-2811,reference_lecture_2
AP,-750,IeetChips,750,IeetChips
Daniel Negreanu,220,kaonashi,-220,Daniel Negreanu
Army Leggy,-138,Jigglybluff,138,Jigglybluff
Hurrikeynes,-1061,AlphaFish,1061,AlphaFish
fleabitten,86,Heffalump Rangers,-86,fleabitten
pkr face,155,GoKinCobra,-155,pkr face
AlphaFish,40798,reference_random,-40798,AlphaFish
AlphaFish,1038,Hurrikeynes,-1038,AlphaFish
AP,-677,Boners '22,677,Boners '22
CC Star,-173,fleabitten,173,fleabitten
AP,-707,maybenot,707,maybenot
SWEET BUT SALTY,161,Icy,-161,SWEET BUT SALTY
BadBeatBot,-68,Daniel Negreanu,68,Daniel Negreanu
Flush Boys,-140,¡WHAM!,140,¡WHAM!
maybenot,-119,reference_staff,119,reference_staff
andrew's bots,-122,AlphaOne,122,AlphaOne
fleabitten,398,AlphaFish,-398,fleabitten
Blind Plays,-8,¡WHAM!,8,¡WHAM!
Bananarchist,69,21,-69,Bananarchist
Third Mid,974,reference_lecture_1,-974,Third Mid
reference_lecture_1,-10971,testing,10971,testing
LadyMooseLizardPhi,1343,Hurrikeynes,-1343,LadyMooseLizardPhi
Hurrikeynes,-1543,reference_staff,1543,reference_staff
No One,-688,Daniel Negreanu,688,Daniel Negreanu
Jigglybluff,178,kaonashi,-178,Jigglybluff
Blind Plays,-8,YEE,8,YEE
AlphaFish,-3046,Army Leggy,3046,Army Leggy
SWEET BUT SALTY,449,Flush Boys,-449,SWEET BUT SALTY
testing,-148,A.L.O.E.,148,A.L.O.E.
Flush Boys,550,A.L.O.E.,-550,Flush Boys
maybenot,89,Flush Boys,-89,maybenot
Flush Boys,165,PokerBrots,-165,Flush Boys
reference_random,-19228,andrew's bots,19228,andrew's bots
player1,-2427,pkr face,2427,pkr face
reference_lecture_2,2953,yeet,-2953,reference_lecture_2
Jeff Lynne,226,Icy,-226,Jeff Lynne
B),-147,Jeff Lynne,147,Jeff Lynne
B),2609,No One,-2609,B)
reference_checkcall,-1004,AlphaOne,1004,AlphaOne
Third Mid,-718,<^-^>,718,<^-^>
reference_staff,3586,yeet,-3586,reference_staff
reference_random,-5059,yeet,5059,yeet
LadyMooseLizardPhi,-1965,Heffalump Rangers,1965,Heffalump Rangers
pkr face,1391,Army Leggy,-1391,pkr face
reference_lecture_2,-258,AAAKJ,258,AAAKJ
BadBeatBot,-3611,Heffalump Rangers,3611,Heffalump Rangers
A.L.O.E.,602,player1,-602,A.L.O.E.
Boners '22,711,Kappa Sigma C Team,-711,Boners '22
Blind Plays,687,reference_checkcall,-687,Blind Plays
B),1470,fleabitten,-1470,B)
TeamRocket,-2162,CC Star,2162,CC Star
reference_lecture_2,321,Army Leggy,-321,reference_lecture_2
reference_lecture_2,-124,kaonashi,124,kaonashi
B),3088,No One,-3088,B)
¡WHAM!,-773,Third Mid,773,Third Mid
Army Leggy,1019,CC Star,-1019,Army Leggy
No One,-17677,reference_lecture_2,17677,reference_lecture_2
Team Name,-228,Daniel Negreanu,228,Daniel Negreanu
fleabitten,597,preflop all in,-597,fleabitten
GoKinCobra,3735,reference_checkcall,-3735,GoKinCobra
Jeff Lynne,116,LadyMooseLizardPhi,-116,Jeff Lynne
Blind Plays,-406,preflop all in,406,preflop all in
TeamRocket,-43,Army Leggy,43,Army Leggy
A.L.O.E.,-302,PotHotBot,302,PotHotBot
SWEET BUT SALTY,5,B),-5,SWEET BUT SALTY
BadBeatBot,62,Boners '22,-62,BadBeatBot
reference_checkcall,-76,reference_lecture_1,76,reference_lecture_1
BluffBot,-2117,Army Leggy,2117,Army Leggy
B),985,Icy,-985,B)
AP,-1301,GoKinCobra,1301,GoKinCobra
Flush Boys,-710,PokerBrots,710,PokerBrots
pls STOP we BROKE,393,BluffBot,-393,pls STOP we BROKE
Boners '22,142,maybenot,-142,Boners '22
Queens Club,-649,Jeff Lynne,649,Jeff Lynne
Blind Plays,-2690,PokerBrots,2690,PokerBrots
Diamond Dogs,371,my bad,-371,Diamond Dogs
Daniel Negreanu,-201,fleabitten,201,fleabitten
TeamRocket,-33509,AlphaFish,33509,AlphaFish
:),183,andrew's bots,-183,:)
Power JEM ,1044,ChocolateWarriors,-1044,Power JEM 
reference_random,-18582,Army Leggy,18582,Army Leggy
Hurrikeynes,-742,LadyMooseLizardPhi,742,LadyMooseLizardPhi
Heffalump Rangers,1314,YEE,-1314,Heffalump Rangers
Team Name,239,21,-239,Team Name
Daniel Negreanu,148,Flush Boys,-148,Daniel Negreanu
Heffalump Rangers,917,kaonashi,-917,Heffalump Rangers
pkr face,-375,Jigglybluff,375,Jigglybluff
Jigglybluff,135,Bananarchist,-135,Jigglybluff
No One,-896,AAAKJ,896,AAAKJ
B),-775,pkr face,775,pkr face
reference_staff,-175,YEE,175,YEE
reference_staff,1188,A.L.O.E.,-1188,reference_staff
Boners '22,704,Hurrikeynes,-704,Boners '22
reference_lecture_1,-56451,No One,56451,No One
IeetChips,338,Queens Club,-338,IeetChips
LadyMooseLizardPhi,-560,fleabitten,560,fleabitten
CC Star,-132,Bananarchist,132,Bananarchist
GoKinCobra,-150,fleabitten,150,fleabitten
preflop all in,158,B),-158,preflop all in
reference_lecture_1,-505,Team Name,505,Team Name
¡WHAM!,-766,preflop all in,766,preflop all in
maybenot,5,Blind Plays,-5,maybenot
Team Name,-166,Diamond Dogs,166,Diamond Dogs
Kappa Sigma C Team,1507,Hurrikeynes,-1507,Kappa Sigma C Team
Jigglybluff,848,reference_checkcall,-848,Jigglybluff
Jigglybluff,227,BluffBot,-227,Jigglybluff
fleabitten,326,Diamond Dogs,-326,fleabitten
Icy,33936,No One,-33936,Icy
Army Leggy,-228,pls STOP we BROKE,228,pls STOP we BROKE
reference_checkcall,-786,SWEET BUT SALTY,786,SWEET BUT SALTY
Team Name,-876,PotHotBot,876,PotHotBot
Flush Boys,-1107,Kappa Sigma C Team,1107,Kappa Sigma C Team
PokerBrots,-297,AAAKJ,297,AAAKJ
Bananarchist,898,reference_lecture_1,-898,Bananarchist
YEE,258,BluffBot,-258,YEE
LadyMooseLizardPhi,-1863,testing,1863,testing
GoKinCobra,205,pkr face,-205,GoKinCobra
Flush Boys,-580,pkr face,580,pkr face
Icy,-393,A.L.O.E.,393,A.L.O.E.
maybenot,869,player1,-869,maybenot
Jigglybluff,103,Boners '22,-103,Jigglybluff
Bananarchist,278,Power JEM ,-278,Bananarchist
TeamRocket,-60,Jigglybluff,60,Jigglybluff
BluffBot,-479,AlphaOne,479,AlphaOne
AP,-488,reference_checkcall,488,reference_checkcall
PokerBrots,2771,player1,-2771,PokerBrots
TeamRocket,1276,Hurrikeynes,-1276,TeamRocket
pkr face,-1650,Army Leggy,1650,Army Leggy
No One,-22079,testing,22079,testing
Diamond Dogs,151,reference_lecture_2,-151,Diamond Dogs
LadyMooseLizardPhi,-1230,AlphaFish,1230,AlphaFish
yeet,-172,pls STOP we BROKE,172,pls STOP we BROKE
BluffBot,87,yeet,-87,BluffBot
reference_checkcall,-8035,my bad,8035,my bad
No One,-22570,BluffBot,22570,BluffBot
pls STOP we BROKE,115,Boners '22,-115,pls STOP we BROKE
GoKinCobra,3607,¡WHAM!,-3607,GoKinCobra
fleabitten,444,PotHotBot,-444,fleabitten
PokerBrots,-185,Jigglybluff,185,Jigglybluff
:),-121,Flush Boys,121,Flush Boys
Hurrikeynes,-705,Third Mid,705,Third Mid
yeet,16291,Blind Plays,-16291,yeet
reference_random,-1541,preflop all in,1541,preflop all in
BadBeatBot,6,IeetChips,-6,BadBeatBot
Jeff Lynne,38,my bad,-38,Jeff Lynne
GoKinCobra,3685,pls STOP we BROKE,-3685,GoKinCobra
AlphaOne,389,BadBeatBot,-389,AlphaOne
YEE,522,Queens Club,-522,YEE
pls STOP we BROKE,66,pkr face,-66,pls STOP we BROKE
Queens Club,-453,¡WHAM!,453,¡WHAM!
BadBeatBot,126,GoKinCobra,-126,BadBeatBot
BluffBot,300,21,-300,BluffBot
Blind Plays,-4710,testing,4710,testing
testing,8557,reference_checkcall,-8557,testing
GoKinCobra,18520,reference_random,-18520,GoKinCobra
YEE,1277,reference_random,-1277,YEE
A.L.O.E.,-502,pls STOP we BROKE,502,pls STOP we BROKE
reference_lecture_2,137,YEE,-137,reference_lecture_2
andrew's bots,-709,Power JEM ,709,Power JEM 
yeet,-3184,<^-^>,3184,<^-^>
Army Leggy,-214,¡WHAM!,214,¡WHAM!
IeetChips,109,21,-109,IeetChips
Queens Club,12306,TeamRocket,-12306,Queens Club
¡WHAM!,276,A.L.O.E.,-276,¡WHAM!
Daniel Negreanu,415,Third Mid,-415,Daniel Negreanu
Team Name,-1681,AlphaFish,1681,AlphaFish
AAAKJ,565,Team Name,-565,AAAKJ
LadyMooseLizardPhi,-185,Third Mid,185,Third Mid
BadBeatBot,-257,SWEET BUT SALTY,257,SWEET BUT SALTY
Army Leggy,2135,¡WHAM!,-2135,Army Leggy
reference_random,-2761,BluffBot,2761,BluffBot
AlphaFish,19775,No One,-19775,AlphaFish
Power JEM ,-202,YEE,202,YEE
yeet,-2821,Icy,2821,Icy
Boners '22,328,pkr face,-328,Boners '22
PokerBrots,2097,Diamond Dogs,-2097,PokerBrots
No One,33182,reference_random,-33182,No One
Daniel Negreanu,322,BadBeatBot,-322,Daniel Negreanu
Hurrikeynes,-434,Blind Plays,434,Blind Plays
A.L.O.E.,-783,Bananarchist,783,Bananarchist
andrew's bots,2005,kaonashi,-2005,andrew's bots
Blind Plays,-20463,21,20463,21
ChocolateWarriors,185,AP,-185,ChocolateWarriors
AlphaFish,-31,Diamond Dogs,31,Diamond Dogs
Hurrikeynes,-1011,Team Name,1011,Team Name
ChocolateWarriors,-622,Kappa Sigma C Team,622,Kappa Sigma C Team
Hurrikeynes,-780,LadyMooseLizardPhi,780,LadyMooseLizardPhi
pls STOP we BROKE,-297,¡WHAM!,297,¡WHAM!
PokerBrots,-86,Boners '22,86,Boners '22
Diamond Dogs,-250,AlphaOne,250,AlphaOne
fleabitten,250,Flush Boys,-250,fleabitten
Diamond Dogs,-501,SWEET BUT SALTY,501,SWEET BUT SALTY
reference_staff,10361,reference_lecture_1,-10361,reference_staff
Daniel Negreanu,-518,AAAKJ,518,AAAKJ
B),2735,Queens Club,-2735,B)
Jeff Lynne,501,Queens Club,-501,Jeff Lynne
<^-^>,4399,Boners '22,-4399,<^-^>
Boners '22,282,BadBeatBot,-282,Boners '22
pls STOP we BROKE,-121,maybenot,121,maybenot
Kappa Sigma C Team,6710,reference_checkcall,-6710,Kappa Sigma C Team
¡WHAM!,-236,SWEET BUT SALTY,236,SWEET BUT SALTY
pls STOP we BROKE,-810,preflop all in,810,preflop all in
CC Star,3944,reference_checkcall,-3944,CC Star
yeet,692,reference_checkcall,-692,yeet
Boners '22,-858,Army Leggy,858,Army Leggy
PokerBrots,-137,Jigglybluff,137,Jigglybluff
Icy,-2342,GoKinCobra,2342,GoKinCobra
AlphaOne,198,BluffBot,-198,AlphaOne
21,-47,¡WHAM!,47,¡WHAM!
Third Mid,292,AlphaOne,-292,Third Mid
Power JEM ,639,YEE,-639,Power JEM 
IeetChips,853,Hurrikeynes,-853,IeetChips
B),-465,preflop all in,465,preflop all in
CC Star,-117,Bananarchist,117,Bananarchist
testing,1936,player1,-1936,testing
AP,-582,A.L.O.E.,582,A.L.O.E.
fleabitten,123,GoKinCobra,-123,fleabitten
AlphaFish,-318,YEE,318,YEE
fleabitten,630,player1,-630,fleabitten
YEE,-629,andrew's bots,629,andrew's bots
<^-^>,1921,Hurrikeynes,-1921,<^-^>
AAAKJ,-117,fleabitten,117,fleabitten
pls STOP we BROKE,741,No One,-741,pls STOP we BROKE
Boners '22,195,Heffalump Rangers,-195,Boners '22
B),-307,AlphaOne,307,AlphaOne
Blind Plays,-2,YEE,2,YEE
Blind Plays,682,player1,-682,Blind Plays
:),700,ChocolateWarriors,-700,:)
SWEET BUT SALTY,31,Kappa Sigma C Team,-31,SWEET BUT SALTY
my bad,4225,testing,-4225,my bad
Team Name,480,BluffBot,-480,Team Name
A.L.O.E.,-753,Flush Boys,753,Flush Boys
BluffBot,894,PotHotBot,-894,BluffBot
SWEET BUT SALTY,302,:),-302,SWEET BUT SALTY
Icy,-208,Kappa Sigma C Team,208,Kappa Sigma C Team
Boners '22,-11826,CC Star,11826,CC Star
Bananarchist,308,Team Name,-308,Bananarchist
Heffalump Rangers,1255,GoKinCobra,-1255,Heffalump Rangers
ChocolateWarriors,-1008,<^-^>,1008,<^-^>
yeet,-2045,AlphaFish,2045,AlphaFish
Team Name,175,AAAKJ,-175,Team Name
Bananarchist,15,AP,-15,Bananarchist
fleabitten,75,Jigglybluff,-75,fleabitten
BluffBot,62,Daniel Negreanu,-62,BluffBot
21,-211,IeetChips,211,IeetChips
BluffBot,-1181,GoKinCobra,1181,GoKinCobra
reference_lecture_1,-950,Diamond Dogs,950,Diamond Dogs
Daniel Negreanu,651,No One,-651,Daniel Negreanu
player1,-908,BluffBot,908,BluffBot
fleabitten,603,LadyMooseLizardPhi,-603,fleabitten
reference_checkcall,-2354,CC Star,2354,CC Star
Bananarchist,-231,B),231,B)
Team Name,-2,BluffBot,2,BluffBot
BluffBot,-158,LadyMooseLizardPhi,158,LadyMooseLizardPhi
¡WHAM!,-258,pls STOP we BROKE,258,pls STOP we BROKE
PokerBrots,7101,Icy,-7101,PokerBrots
Queens Club,-360,YEE,360,YEE
reference_lecture_2,-76,YEE,76,YEE
IeetChips,476,No One,-476,IeetChips
¡WHAM!,1531,reference_random,-1531,¡WHAM!
Bananarchist,134,GoKinCobra,-134,Bananarchist
Kappa Sigma C Team,-355,A.L.O.E.,355,A.L.O.E.
B),1772,ChocolateWarriors,-1772,B)
my bad,5031,Blind Plays,-5031,my bad
Team Name,346,Army Leggy,-346,Team Name
Team Name,-1813,<^-^>,1813,<^-^>
maybenot,-1003,Heffalump Rangers,1003,Heffalump Rangers
BluffBot,-460,¡WHAM!,460,¡WHAM!
AAAKJ,2,B),-2,AAAKJ
ChocolateWarriors,-761,Boners '22,761,Boners '22
reference_lecture_2,-340,fleabitten,340,fleabitten
AlphaOne,164,reference_staff,-164,AlphaOne
Jeff Lynne,1008,Power JEM ,-1008,Jeff Lynne
reference_staff,4495,Power JEM ,-4495,reference_staff
AlphaFish,2310,BluffBot,-2310,AlphaFish
<^-^>,-919,CC Star,919,CC Star
Army Leggy,-145,maybenot,145,maybenot
AP,-714,YEE,714,YEE
reference_staff,-138,IeetChips,138,IeetChips
AAAKJ,313,¡WHAM!,-313,AAAKJ
CC Star,3518,reference_checkcall,-3518,CC Star
Army Leggy,1600,TeamRocket,-1600,Army Leggy
preflop all in,1150,CC Star,-1150,preflop all in
AAAKJ,364,21,-364,AAAKJ
YEE,-197,Jigglybluff,197,Jigglybluff
Daniel Negreanu,11,GoKinCobra,-11,Daniel Negreanu
preflop all in,773,PokerBrots,-773,preflop all in
yeet,-198,¡WHAM!,198,¡WHAM!
Jeff Lynne,400,Queens Club,-400,Jeff Lynne
reference_lecture_2,-192,AlphaOne,192,AlphaOne
¡WHAM!,116,andrew's bots,-116,¡WHAM!
testing,1744,A.L.O.E.,-1744,testing
Daniel Negreanu,283,PokerBrots,-283,Daniel Negreanu
21,-35,AAAKJ,35,AAAKJ
:),717,Third Mid,-717,:)
Icy,-303,Team Name,303,Team Name
PotHotBot,607,Team Name,-607,PotHotBot
<^-^>,754,Army Leggy,-754,<^-^>
AAAKJ,529,No One,-529,AAAKJ
No One,-31125,Queens Club,31125,Queens Club
A.L.O.E.,-10415,Power JEM ,10415,Power JEM 
BluffBot,21673,No One,-21673,BluffBot
reference_lecture_2,-206,PotHotBot,206,PotHotBot
ChocolateWarriors,-722,Team Name,722,Team Name
Diamond Dogs,857,player1,-857,Diamond Dogs
Icy,2023,Power JEM ,-2023,Icy
LadyMooseLizardPhi,-116,¡WHAM!,116,¡WHAM!
Boners '22,-570,BluffBot,570,BluffBot
Jigglybluff,1198,player1,-1198,Jigglybluff
YEE,153,Diamond Dogs,-153,YEE
GoKinCobra,133,testing,-133,GoKinCobra
fleabitten,221,preflop all in,-221,fleabitten
pls STOP we BROKE,-181,:),181,:)
maybenot,1,IeetChips,-1,maybenot
pls STOP we BROKE,-198,Daniel Negreanu,198,Daniel Negreanu
Flush Boys,135,21,-135,Flush Boys
Jeff Lynne,506,Heffalump Rangers,-506,Jeff Lynne
A.L.O.E.,-1386,my bad,1386,my bad
:),116,Team Name,-116,:)
:),-496,BluffBot,496,BluffBot
GoKinCobra,2439,¡WHAM!,-2439,GoKinCobra
Jigglybluff,90,testing,-90,Jigglybluff
Heffalump Rangers,-261,BadBeatBot,261,BadBeatBot
Jigglybluff,694,No One,-694,Jigglybluff
Blind Plays,-24,PotHotBot,24,PotHotBot
No One,-909,Diamond Dogs,909,Diamond Dogs
Team Name,-2,:),2,:)
fleabitten,510,Queens Club,-510,fleabitten
B),-9,LadyMooseLizardPhi,9,LadyMooseLizardPhi
andrew's bots,-1641,pkr face,1641,pkr face
No One,-48316,21,48316,21
AlphaOne,353,PokerBrots,-353,AlphaOne
<^-^>,-415,¡WHAM!,415,¡WHAM!
BluffBot,953,:),-953,BluffBot
YEE,460,andrew's bots,-460,YEE
PokerBrots,-183,Jeff Lynne,183,Jeff Lynne
Daniel Negreanu,-108,LadyMooseLizardPhi,108,LadyMooseLizardPhi
testing,-437,Kappa Sigma C Team,437,Kappa Sigma C Team
preflop all in,533,Hurrikeynes,-533,preflop all in
ChocolateWarriors,-1598,Heffalump Rangers,1598,Heffalump Rangers
GoKinCobra,14603,No One,-14603,GoKinCobra
preflop all in,1717,A.L.O.E.,-1717,preflop all in
AP,-496,¡WHAM!,496,¡WHAM!
testing,-469,andrew's bots,469,andrew's bots
pls STOP we BROKE,-435,Jigglybluff,435,Jigglybluff
Blind Plays,-11,Jigglybluff,11,Jigglybluff
GoKinCobra,12662,reference_random,-12662,GoKinCobra
LadyMooseLizardPhi,-428,Diamond Dogs,428,Diamond Dogs
maybenot,762,A.L.O.E.,-762,maybenot
Heffalump Rangers,-310,pls STOP we BROKE,310,pls STOP we BROKE
reference_lecture_2,-3179,andrew's bots,3179,andrew's bots
pkr face,136,PokerBrots,-136,pkr face
B),2920,No One,-2920,B)
AP,-698,Boners '22,698,Boners '22
reference_lecture_1,-10133,testing,10133,testing
yeet,-3391,reference_staff,3391,reference_staff
pkr face,584,Power JEM ,-584,pkr face
SWEET BUT SALTY,8,Blind Plays,-8,SWEET BUT SALTY
B),956,BluffBot,-956,B)
Power JEM ,-3753,GoKinCobra,3753,GoKinCobra
player1,-2274,<^-^>,2274,<^-^>
AAAKJ,236,Heffalump Rangers,-236,AAAKJ
preflop all in,1894,reference_random,-1894,preflop all in
reference_random,-4914,Power JEM ,4914,Power JEM 
Flush Boys,-98,AAAKJ,98,AAAKJ
Third Mid,-588,kaonashi,588,kaonashi
SWEET BUT SALTY,493,Queens Club,-493,SWEET BUT SALTY
<^-^>,19550,reference_random,-19550,<^-^>
yeet,-455,PotHotBot,455,PotHotBot
TeamRocket,-124,Bananarchist,124,Bananarchist
Jigglybluff,938,reference_lecture_1,-938,Jigglybluff
reference_staff,-167,Team Name,167,Team Name
IeetChips,35,Blind Plays,-35,IeetChips
Diamond Dogs,228,reference_lecture_2,-228,Diamond Dogs
AlphaFish,-291,:),291,:)
AlphaOne,202,B),-202,AlphaOne
Boners '22,928,player1,-928,Boners '22
:),215,Diamond Dogs,-215,:)
pls STOP we BROKE,753,Hurrikeynes,-753,pls STOP we BROKE
LadyMooseLizardPhi,-165,Third Mid,165,Third Mid
GoKinCobra,-60,AlphaOne,60,AlphaOne
Hurrikeynes,30,ChocolateWarriors,-30,Hurrikeynes
Third Mid,-461,SWEET BUT SALTY,461,SWEET BUT SALTY
GoKinCobra,-2963,my bad,2963,my bad
Third Mid,258,Boners '22,-258,Third Mid
maybenot,1050,reference_checkcall,-1050,maybenot
Heffalump Rangers,-1407,B),1407,B)
Jigglybluff,59,PokerBrots,-59,Jigglybluff
my bad,8967,Blind Plays,-8967,my bad
Jigglybluff,14,21,-14,Jigglybluff
CC Star,1432,Team Name,-1432,CC Star
A.L.O.E.,-732,Daniel Negreanu,732,Daniel Negreanu
Jigglybluff,405,AlphaFish,-405,Jigglybluff
Blind Plays,-3049,Heffalump Rangers,3049,Heffalump Rangers
reference_lecture_1,-531,TeamRocket,531,TeamRocket
No One,-37740,AlphaFish,37740,AlphaFish
BluffBot,9,Flush Boys,-9,BluffBot
PotHotBot,-308,Jigglybluff,308,Jigglybluff
AP,-1062,AlphaFish,1062,AlphaFish
:),653,No One,-653,:)
BadBeatBot,222,Diamond Dogs,-222,BadBeatBot
Jeff Lynne,327,kaonashi,-327,Jeff Lynne
CC Star,328,21,-328,CC Star
21,-7,maybenot,7,maybenot
Third Mid,-581,pls STOP we BROKE,581,pls STOP we BROKE
IeetChips,111,Flush Boys,-111,IeetChips
Jeff Lynne,-217,AlphaOne,217,AlphaOne
PokerBrots,-436,GoKinCobra,436,GoKinCobra
pkr face,19635,reference_random,-19635,pkr face
<^-^>,10487,reference_lecture_1,-10487,<^-^>
reference_lecture_1,-700,BadBeatBot,700,BadBeatBot
21,-1629,reference_lecture_2,1629,reference_lecture_2
No One,-7906,my bad,7906,my bad
Hurrikeynes,-910,AAAKJ,910,AAAKJ
A.L.O.E.,-589,fleabitten,589,fleabitten
PokerBrots,-2904,reference_staff,2904,reference_staff
testing,1098,LadyMooseLizardPhi,-1098,testing
player1,-1203,yeet,1203,yeet
Queens Club,-341,Kappa Sigma C Team,341,Kappa Sigma C Team
Icy,-486,¡WHAM!,486,¡WHAM!
Jeff Lynne,277,Icy,-277,Jeff Lynne
<^-^>,-433,AlphaFish,433,AlphaFish
¡WHAM!,-193,fleabitten,193,fleabitten
BluffBot,-3475,reference_staff,3475,reference_staff
Power JEM ,-3125,GoKinCobra,3125,GoKinCobra
Kappa Sigma C Team,-864,Jigglybluff,864,Jigglybluff
my bad,5190,No One,-5190,my bad
Flush Boys,-777,Power JEM ,777,Power JEM 
Boners '22,280,pls STOP we BROKE,-280,Boners '22
fleabitten,423,Third Mid,-423,fleabitten
IeetChips,168,YEE,-168,IeetChips
yeet,-3238,PokerBrots,3238,PokerBrots
Third Mid,468,CC Star,-468,Third Mid
ChocolateWarriors,-1084,Jigglybluff,1084,Jigglybluff
<^-^>,2382,player1,-2382,<^-^>
A.L.O.E.,-890,<^-^>,890,<^-^>
TeamRocket,404,Kappa Sigma C Team,-404,TeamRocket
Bananarchist,-2341,Army Leggy,2341,Army Leggy
player1,-1014,Flush Boys,1014,Flush Boys
maybenot,552,No One,-552,maybenot
player1,-2630,Icy,2630,Icy
my bad,2313,Daniel Negreanu,-2313,my bad
<^-^>,1517,Hurrikeynes,-1517,<^-^>
yeet,-4093,my bad,4093,my bad
¡WHAM!,-2320,PokerBrots,2320,PokerBrots
andrew's bots,1672,AAAKJ,-1672,andrew's bots
GoKinCobra,-710,CC Star,710,CC Star
YEE,632,Third Mid,-632,YEE
my bad,3672,:),-3672,my bad
testing,17804,reference_random,-17804,testing
BluffBot,-151,AAAKJ,151,AAAKJ
Army Leggy,1341,Hurrikeynes,-1341,Army Leggy
No One,4178,yeet,-4178,No One
pkr face,-535,BluffBot,535,BluffBot
maybenot,-1219,my bad,1219,my bad
testing,6722,21,-6722,testing
Third Mid,726,ChocolateWarriors,-726,Third Mid
BluffBot,-307,Jeff Lynne,307,Jeff Lynne
Army Leggy,-328,B),328,B)
PotHotBot,286,Army Leggy,-286,PotHotBot
Flush Boys,1145,reference_lecture_1,-1145,Flush Boys
No One,-26033,CC Star,26033,CC Star
player1,-944,:),944,:)
<^-^>,4144,CC Star,-4144,<^-^>
:),680,ChocolateWarriors,-680,:)
PotHotBot,-656,AAAKJ,656,AAAKJ
PokerBrots,1632,21,-1632,PokerBrots
BadBeatBot,-233,PotHotBot,233,PotHotBot
LadyMooseLizardPhi,-758,TeamRocket,758,TeamRocket
maybenot,-1147,reference_lecture_2,1147,reference_lecture_2
Jeff Lynne,300,Team Name,-300,Jeff Lynne
GoKinCobra,3237,21,-3237,GoKinCobra
PokerBrots,1482,GoKinCobra,-1482,PokerBrots
BluffBot,-3244,<^-^>,3244,<^-^>
yeet,1215,AP,-1215,yeet
reference_lecture_1,-1165,Flush Boys,1165,Flush Boys
<^-^>,712,LadyMooseLizardPhi,-712,<^-^>
AlphaFish,1791,A.L.O.E.,-1791,AlphaFish
Daniel Negreanu,361,reference_lecture_2,-361,Daniel Negreanu
ChocolateWarriors,-889,Daniel Negreanu,889,Daniel Negreanu
No One,-21803,Heffalump Rangers,21803,Heffalump Rangers
CC Star,374,Team Name,-374,CC Star
B),-223,<^-^>,223,<^-^>
:),87,GoKinCobra,-87,:)
reference_lecture_1,-4571,GoKinCobra,4571,GoKinCobra
¡WHAM!,147,Army Leggy,-147,¡WHAM!
ChocolateWarriors,-353,BluffBot,353,BluffBot
YEE,72,pkr face,-72,YEE
Flush Boys,10,Icy,-10,Flush Boys
AAAKJ,-93,Third Mid,93,Third Mid
AP,-727,maybenot,727,maybenot
reference_lecture_2,3126,TeamRocket,-3126,reference_lecture_2
my bad,-295,pls STOP we BROKE,295,pls STOP we BROKE
A.L.O.E.,-42,Team Name,42,Team Name
reference_random,-957,Daniel Negreanu,957,Daniel Negreanu
yeet,528,reference_checkcall,-528,yeet
YEE,2,IeetChips,-2,YEE
Daniel Negreanu,-1368,Kappa Sigma C Team,1368,Kappa Sigma C Team
Bananarchist,730,ChocolateWarriors,-730,Bananarchist
player1,-7384,Power JEM ,7384,Power JEM 
Boners '22,893,reference_checkcall,-893,Boners '22
PokerBrots,-122,kaonashi,122,kaonashi
PotHotBot,311,Diamond Dogs,-311,PotHotBot
andrew's bots,-86,fleabitten,86,fleabitten
IeetChips,515,reference_lecture_2,-515,IeetChips
BluffBot,-3062,Army Leggy,3062,Army Leggy
CC Star,1301,Kappa Sigma C Team,-1301,CC Star
reference_staff,977,Daniel Negreanu,-977,reference_staff
